commodityName,stat_year,market_month,volume,value,unit value,Textbox12,Textbox16
"Oranges, export value and volume history by market year (Fresh)",2007,Jan,"151,029","49,734,416",0.33,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,Feb,"183,546","62,959,306",0.34,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,Mar,"243,649","85,302,953",0.35,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,Apr,"218,528","73,096,579",0.33,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,May,"149,969","51,317,853",0.34,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,Jun,"120,032","40,734,968",0.34,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,Jul,"46,038","14,320,020",0.31,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,Aug,"23,528","6,847,162",0.29,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,Sep,"19,624","5,680,302",0.29,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2007,Oct,"16,666","4,681,987",0.28,"1,350,866","454,794,698"
"Oranges, export value and volume history by market year (Fresh)",2006,Nov,"46,151","14,988,849",0.32,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Dec,"96,279","31,324,609",0.33,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Jan,"141,109","51,054,222",0.36,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Feb,"62,117","26,808,801",0.43,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Mar,"131,725","53,604,116",0.41,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Apr,"114,944","47,562,601",0.41,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,May,"63,033","25,779,830",0.41,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Jun,"40,184","15,911,506",0.4,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Jul,"23,146","8,208,891",0.35,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Aug,"12,363","3,799,605",0.31,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Sep,"9,223","2,874,239",0.31,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2006,Oct,"17,575","5,404,593",0.31,"757,850","287,321,862"
"Oranges, export value and volume history by market year (Fresh)",2005,Nov,"39,739","11,637,502",0.29,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Dec,"95,295","29,608,158",0.31,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Jan,"126,845","38,868,564",0.31,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Feb,"175,025","53,403,511",0.31,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Mar,"215,275","66,264,832",0.31,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Apr,"181,018","56,381,333",0.31,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,May,"188,821","57,689,724",0.31,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Jun,"105,010","31,083,110",0.3,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Jul,"27,069","7,227,105",0.27,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Aug,"18,133","5,357,906",0.3,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Sep,"15,082","4,706,869",0.31,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2005,Oct,"10,751","3,569,894",0.33,"1,198,063","365,798,508"
"Oranges, export value and volume history by market year (Fresh)",2004,Nov,"47,812","15,270,494",0.32,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Dec,"87,564","27,436,619",0.31,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Jan,"127,089","38,306,524",0.3,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Feb,"159,287","49,618,928",0.31,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Mar,"235,311","73,935,602",0.31,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Apr,"248,048","78,021,762",0.31,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,May,"144,429","42,553,181",0.29,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Jun,"88,075","23,553,965",0.27,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Jul,"51,159","12,171,423",0.24,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Aug,"35,471","8,134,053",0.23,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Sep,"26,248","6,035,166",0.23,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2004,Oct,"25,841","5,869,315",0.23,"1,276,335","380,907,032"
"Oranges, export value and volume history by market year (Fresh)",2003,Nov,NA,NA,NA,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Dec,NA,NA,NA,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Jan,"167,136","43,096,873",0.26,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Feb,"210,300","55,737,532",0.27,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Mar,"289,605","78,838,091",0.27,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Apr,"210,978","58,827,026",0.28,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,May,"123,656","33,691,112",0.27,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Jun,"81,595","22,541,629",0.28,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Jul,"47,905","13,032,029",0.27,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Aug,"22,422","6,025,143",0.27,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Sep,"13,933","4,417,333",0.32,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2003,Oct,"11,876","4,071,256",0.34,"1,179,407","320,278,024"
"Oranges, export value and volume history by market year (Fresh)",2002,Nov,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Dec,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Jan,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Feb,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Mar,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Apr,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,May,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Jun,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Jul,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Aug,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Sep,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2002,Oct,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Nov,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Dec,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Jan,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Feb,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Mar,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Apr,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,May,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Jun,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Jul,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Aug,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Sep,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2001,Oct,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Nov,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Dec,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Jan,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Feb,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Mar,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Apr,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,May,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Jun,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Jul,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Aug,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Sep,NA,NA,NA,,
"Oranges, export value and volume history by market year (Fresh)",2000,Oct,NA,NA,NA,,
"Oranges, export value and volume history by market year (Juice)",2024,Oct,"2,925","16,872,105",5.77,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Nov,"3,093","18,053,500",5.84,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Dec,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Jan,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Feb,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Mar,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Apr,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,May,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Jun,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Jul,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Aug,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2024,Sep,NA,NA,NA,"6,018","34,925,605"
"Oranges, export value and volume history by market year (Juice)",2023,Oct,"2,699","15,751,711",5.84,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Nov,"2,247","12,313,607",5.48,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Dec,"2,751","16,228,774",5.9,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Jan,"2,598","13,975,370",5.38,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Feb,"2,625","16,985,428",6.47,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Mar,"3,151","17,922,606",5.69,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Apr,"2,865","18,535,239",6.47,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,May,"2,998","17,660,706",5.89,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Jun,"3,905","23,763,228",6.08,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Jul,"3,424","19,831,644",5.79,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Aug,"3,541","21,745,373",6.14,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2023,Sep,"3,040","18,384,534",6.05,"35,844","213,098,220"
"Oranges, export value and volume history by market year (Juice)",2022,Oct,"3,151","14,741,012",4.68,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Nov,"2,876","14,547,253",5.06,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Dec,"3,145","16,688,816",5.31,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Jan,"2,778","14,870,610",5.35,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Feb,"2,536","13,622,950",5.37,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Mar,"3,462","17,819,254",5.15,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Apr,"2,585","13,643,991",5.28,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,May,"2,444","13,588,951",5.56,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Jun,"2,386","13,081,492",5.48,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Jul,"2,263","12,393,741",5.48,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Aug,"2,576","14,069,977",5.46,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2022,Sep,"2,753","15,282,001",5.55,"32,957","174,350,048"
"Oranges, export value and volume history by market year (Juice)",2021,Oct,"3,555","17,200,965",4.84,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Nov,"3,389","16,503,580",4.87,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Dec,"3,755","19,406,479",5.17,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Jan,"3,380","17,057,379",5.05,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Feb,"3,488","18,086,536",5.19,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Mar,"3,826","20,049,379",5.24,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Apr,"4,094","21,191,033",5.18,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,May,"3,676","19,079,895",5.19,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Jun,"3,468","17,497,935",5.05,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Jul,"3,655","20,030,320",5.48,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Aug,"3,344","19,129,878",5.72,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2021,Sep,"3,014","15,296,168",5.07,"42,644","220,529,547"
"Oranges, export value and volume history by market year (Juice)",2020,Oct,"3,811","17,603,719",4.62,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Nov,"3,655","18,739,777",5.13,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Dec,"4,004","19,483,787",4.87,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Jan,"3,829","19,281,290",5.04,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Feb,"3,304","16,391,631",4.96,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Mar,"3,864","19,454,491",5.04,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Apr,"3,375","16,912,755",5.01,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,May,"3,481","17,649,187",5.07,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Jun,"3,521","18,136,344",5.15,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Jul,"3,483","16,601,514",4.77,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Aug,"3,502","18,680,834",5.33,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2020,Sep,"3,329","16,721,579",5.02,"43,156","215,656,908"
"Oranges, export value and volume history by market year (Juice)",2019,Oct,"3,496","19,545,910",5.59,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Nov,"3,287","17,344,395",5.28,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Dec,"4,508","22,263,895",4.94,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Jan,"3,550","18,082,507",5.09,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Feb,"4,166","21,219,417",5.09,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Mar,"4,897","24,415,696",4.99,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Apr,"4,228","19,992,757",4.73,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,May,"4,064","20,033,032",4.93,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Jun,"3,846","19,226,307",5,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Jul,"3,874","19,569,174",5.05,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Aug,"3,874","18,107,802",4.67,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2019,Sep,"4,028","19,344,625",4.8,"47,817","239,145,517"
"Oranges, export value and volume history by market year (Juice)",2018,Oct,"3,184","16,567,315",5.2,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Nov,"3,685","18,817,398",5.11,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Dec,"3,589","19,335,649",5.39,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Jan,"3,692","19,322,438",5.23,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Feb,"3,255","17,427,066",5.35,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Mar,"3,782","19,612,360",5.19,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Apr,"3,534","19,159,776",5.42,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,May,"3,597","18,687,897",5.19,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Jun,"3,355","17,835,347",5.32,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Jul,"3,449","18,825,558",5.46,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Aug,"3,577","18,517,583",5.18,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2018,Sep,"3,279","17,735,159",5.41,"41,979","221,843,546"
"Oranges, export value and volume history by market year (Juice)",2017,Oct,"3,762","18,985,692",5.05,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Nov,"4,159","20,982,393",5.05,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Dec,"4,313","21,271,443",4.93,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Jan,"4,073","21,303,829",5.23,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Feb,"3,757","20,280,198",5.4,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Mar,"5,109","26,865,962",5.26,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Apr,"3,915","20,891,769",5.34,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,May,"4,021","21,264,357",5.29,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Jun,"4,095","21,128,536",5.16,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Jul,"3,737","19,331,875",5.17,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Aug,"3,566","18,995,014",5.33,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2017,Sep,"3,880","21,059,563",5.43,"48,385","252,360,631"
"Oranges, export value and volume history by market year (Juice)",2016,Oct,"6,120","37,526,721",6.13,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Nov,"5,087","23,911,412",4.7,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Dec,"5,675","26,569,676",4.68,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Jan,"6,783","30,451,332",4.49,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Feb,"5,367","24,081,316",4.49,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Mar,"6,944","30,973,636",4.46,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Apr,"19,413","50,087,224",2.58,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,May,"5,275","25,481,432",4.83,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Jun,"5,733","26,441,892",4.61,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Jul,"4,647","22,115,293",4.76,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Aug,"4,306","24,091,470",5.6,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2016,Sep,"3,659","17,837,402",4.87,"79,009","339,568,806"
"Oranges, export value and volume history by market year (Juice)",2015,Oct,"6,253","27,844,414",4.45,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Nov,"16,781","47,708,916",2.84,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Dec,"6,378","31,238,649",4.9,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Jan,"5,157","23,684,732",4.59,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Feb,"8,003","30,972,075",3.87,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Mar,"10,148","41,365,217",4.08,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Apr,"5,327","24,667,604",4.63,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,May,"10,041","38,126,463",3.8,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Jun,"5,343","24,636,006",4.61,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Jul,"7,414","43,313,239",5.84,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Aug,"5,469","23,787,779",4.35,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2015,Sep,"5,447","25,403,393",4.66,"91,760","382,748,487"
"Oranges, export value and volume history by market year (Juice)",2014,Oct,"8,812","27,686,890",3.14,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Nov,"7,903","26,452,193",3.35,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Dec,"10,043","31,708,089",3.16,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Jan,"9,367","31,223,080",3.33,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Feb,"8,646","27,457,121",3.18,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Mar,"10,832","32,284,796",2.98,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Apr,"8,037","32,489,070",4.04,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,May,"18,842","53,718,553",2.85,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Jun,"15,169","48,931,843",3.23,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Jul,"5,916","27,845,284",4.71,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Aug,"4,505","22,752,935",5.05,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2014,Sep,"5,318","26,260,309",4.94,"113,389","388,810,163"
"Oranges, export value and volume history by market year (Juice)",2013,Oct,"11,737","35,741,803",3.05,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Nov,"11,001","35,287,567",3.21,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Dec,"11,467","35,177,277",3.07,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Jan,"11,621","37,032,162",3.19,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Feb,"22,917","57,587,516",2.51,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Mar,"17,960","49,836,149",2.77,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Apr,"13,442","38,977,933",2.9,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,May,"14,514","41,040,262",2.83,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Jun,"10,085","31,683,826",3.14,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Jul,"15,572","45,274,194",2.91,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Aug,"10,541","33,726,251",3.2,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2013,Sep,"9,319","29,652,956",3.18,"160,177","471,017,896"
"Oranges, export value and volume history by market year (Juice)",2012,Oct,"9,328","28,801,895",3.09,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Nov,"10,824","33,111,084",3.06,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Dec,"10,847","33,378,125",3.08,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Jan,"16,246","41,109,364",2.53,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Feb,"14,246","35,884,173",2.52,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Mar,"13,748","41,178,580",3,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Apr,"22,592","50,586,118",2.24,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,May,"14,687","41,108,579",2.8,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Jun,"22,431","52,880,902",2.36,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Jul,"10,705","34,604,903",3.23,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Aug,"14,214","43,586,103",3.07,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2012,Sep,"9,879","30,213,778",3.06,"169,748","466,443,604"
"Oranges, export value and volume history by market year (Juice)",2011,Oct,"8,746","28,608,756",3.27,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Nov,"11,320","35,936,222",3.17,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Dec,"9,555","32,595,149",3.41,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Jan,"8,846","28,844,405",3.26,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Feb,"9,300","29,968,301",3.22,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Mar,"17,213","51,580,382",3,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Apr,"14,343","39,877,192",2.78,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,May,"20,814","55,481,533",2.67,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Jun,"15,132","44,485,476",2.94,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Jul,"14,759","39,858,225",2.7,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Aug,"10,617","32,227,164",3.04,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2011,Sep,"10,996","32,456,452",2.95,"151,643","451,919,257"
"Oranges, export value and volume history by market year (Juice)",2010,Oct,"8,856","34,540,597",3.9,"210,407","561,032,525"
