commodityName,stat_year,market_month,volume,value,unit value,Textbox12,Textbox16
"Oranges, import value and volume history by market year (Prepared or preserved )",2019,May,"1,746","1,683,383",0.96,"15,420","14,852,854"
"Oranges, import value and volume history by market year (Prepared or preserved )",2019,Jun,"1,215","1,092,329",0.9,"15,420","14,852,854"
"Oranges, import value and volume history by market year (Prepared or preserved )",2019,Jul,"1,067","1,185,972",1.11,"15,420","14,852,854"
"Oranges, import value and volume history by market year (Prepared or preserved )",2019,Aug,"1,330","1,223,705",0.92,"15,420","14,852,854"
"Oranges, import value and volume history by market year (Prepared or preserved )",2019,Sep,"1,085","1,083,180",1,"15,420","14,852,854"
"Oranges, import value and volume history by market year (Prepared or preserved )",2019,Oct,"1,215","1,095,483",0.9,"15,420","14,852,854"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Nov,"1,406","1,465,836",1.04,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Dec,"1,860","2,074,289",1.11,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Jan,"1,017","1,374,219",1.35,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Feb,"1,360","1,223,750",0.9,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Mar,"2,061","2,366,074",1.15,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Apr,"1,883","2,051,641",1.09,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,May,"1,830","1,686,687",0.92,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Jun,"1,132","1,461,004",1.29,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Jul,863,"1,219,462",1.41,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Aug,"1,105","1,266,813",1.15,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Sep,"1,025","1,110,567",1.08,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2018,Oct,"1,314","1,262,236",0.96,"16,855","18,562,578"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Nov,"1,609","1,532,306",0.95,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Dec,"1,308","1,608,054",1.23,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Jan,"1,534","1,421,920",0.93,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Feb,"2,164","1,861,307",0.86,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Mar,"1,761","1,918,734",1.09,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Apr,"2,559","2,487,938",0.97,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,May,"1,733","2,076,878",1.2,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Jun,"1,506","1,754,726",1.16,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Jul,"1,581","1,699,104",1.07,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Aug,"1,573","1,657,991",1.05,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Sep,"1,494","1,421,306",0.95,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2017,Oct,"1,770","1,689,566",0.95,"20,593","21,129,830"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Nov,"1,190","1,088,126",0.91,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Dec,"1,420","1,340,829",0.94,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Jan,"1,242","1,053,173",0.85,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Feb,"1,183","957,717",0.81,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Mar,689,"746,747",1.08,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Apr,759,"947,619",1.25,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,May,719,"833,472",1.16,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Jun,776,"1,072,620",1.38,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Jul,726,"839,029",1.16,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Aug,837,"1,009,519",1.21,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Sep,997,"1,241,860",1.25,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2016,Oct,905,"1,042,158",1.15,"11,444","12,172,869"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Nov,533,"624,511",1.17,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Dec,423,"547,060",1.29,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Jan,368,"494,874",1.35,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Feb,621,"701,900",1.13,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Mar,974,"932,713",0.96,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Apr,699,"704,579",1.01,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,May,865,"847,065",0.98,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Jun,533,"563,580",1.06,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Jul,802,"1,370,423",1.71,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Aug,596,"635,998",1.07,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Sep,758,"761,454",1,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2015,Oct,594,"593,864",1,"7,766","8,778,021"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Nov,971,"982,937",1.01,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Dec,618,"697,963",1.13,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Jan,742,"707,612",0.95,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Feb,752,"700,780",0.93,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Mar,953,"793,530",0.83,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Apr,645,"688,853",1.07,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,May,635,"705,072",1.11,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Jun,658,"636,938",0.97,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Jul,397,"500,334",1.26,"7,730","8,073,895"
"Oranges, import value and volume history by market year (Prepared or preserved )",2014,Aug,348,"414,717",1.19,"7,730","8,073,895"
